date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:37:27	1176/1176	---M--	200	added ('OK')	image/jpeg	etag:%2290629f15d4ade3d69c72533f1ecd0be2%22	https://static.wixstatic.com/media/c0e975f8d3364f269ae90daca1da6864.jpg/v1/fill/w_4,h_4,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/c0e975f8d3364f269ae90daca1da6864.jpg	/Users/Admin/websites/wixtry2/static.wixstatic.com/media/c0e975f8d3364f269ae90daca1da6864.jpg/v1/fill/w_4,h_4,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/c0e975f8d3364f269ae90daca1da6864.jpg	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:28	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	/Users/Admin/websites/wixtry2/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://joshbk1.wixsite.com/joshtutor/blank-2)
18:37:29	168073/168073	---M-Z	200	added ('OK')	application/javascript	etag:W/%2268ad113cd99375979f86c30cda7dbf67%22	https://static.parastorage.com/services/wix-thunderbolt/dist/bootstrap-features.d71026eb.bundle.min.js	/Users/Admin/websites/wixtry2/static.parastorage.com/services/wix-thunderbolt/dist/bootstrap-features.d71026eb.bundle.min.js	(from https://joshbk1.wixsite.com/joshtutor/blank-2)
18:37:30	179521/179521	---M-Z	200	added ('OK')	application/javascript	etag:W/%227c7fc7e4d8520524a4ab239bd8082ae7%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.fc18e23a.bundle.min.js	/Users/Admin/websites/wixtry2/static.parastorage.com/services/wix-thunderbolt/dist/main.fc18e23a.bundle.min.js	(from https://joshbk1.wixsite.com/joshtutor/blank-2)
18:37:31	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:30%20GMT	https://joshbk1.wixsite.com/joshtutor/7c602eb2.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/7c602eb2.min.css	(from https://joshbk1.wixsite.com/joshtutor/blank-5)
18:37:31	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:31%20GMT	https://joshbk1.wixsite.com/joshtutor/rb_wixui.thunderbolt~common-site-members-dialogs.e6a271c3.chunk.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/rb_wixui.thunderbolt_common-site-members-dialogs.e6a271c3.chunk.min.css	(from https://joshbk1.wixsite.com/joshtutor/blank-5)
18:37:32	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:32%20GMT	https://joshbk1.wixsite.com/joshtutor/rb_wixui.thunderbolt~common-site-members-dialogs.fd411e5f.chunk.min.js	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/rb_wixui.thunderbolt_common-site-members-dialogs.fd411e5f.chunk.min.js	(from https://joshbk1.wixsite.com/joshtutor/blank-5)
18:37:33	735/735	---M--	200	added ('OK')	image/jpeg	etag:%22%2236c278779431ec5d8ce4fbf662b0e6b6%22%22	https://static.wixstatic.com/media/a59c6ac312a34f0d85792d37342b3130.jpg/v1/fill/w_12,h_8,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/a59c6ac312a34f0d85792d37342b3130.jpg	/Users/Admin/websites/wixtry2/static.wixstatic.com/media/a59c6ac312a34f0d85792d37342b3130.jpg/v1/fill/w_12,h_8,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/a59c6ac312a34f0d85792d37342b3130.jpg	(from https://joshbk1.wixsite.com/joshtutor/blank-5)
18:37:45	65588/65588	UR-M-Z	200	added ('OK')	text/javascript	date:Wed,%2011%20May%202022%2002:59:48%20GMT	https://polyfill.io/v3/polyfill.min.js?features=fetch	/Users/Admin/websites/wixtry2/polyfill.io/v3/polyfill.mind82c.js	(from https://joshbk1.wixsite.com/joshtutor)
18:38:47	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:%22b03beae40df5e8fb81b7a2f58af5209f%22	https://browser.sentry-cdn.com/6.19.1/bundle.tracing.min.js	/Users/Admin/websites/wixtry2/browser.sentry-cdn.com/6.19.1/bundle.tracing.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:38:48	2935/2935	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:38:47%20GMT	https://joshbk1.wixsite.com/decodeURIComponent(e	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/decodeURIComponent(e.html	(from https://joshbk1.wixsite.com/joshtutor)
18:39:47	0/0	UR-M-Z	416	error ('Requested%20range%20not%20satisfiable')	application/javascript	etag:W/%22eeca1213d98a222091b218852e2f9e63%22	https://static.parastorage.com/services/wix-thunderbolt/dist/bootstrap-features.bec8a0f6.bundle.min.js	/Users/Admin/websites/wixtry2/static.parastorage.com/services/wix-thunderbolt/dist/bootstrap-features.bec8a0f6.bundle.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:39:49	0/0	UR-M-Z	416	error ('Requested%20range%20not%20satisfiable')	application/javascript	etag:W/%223e753a8178439e1c0ebc47c2e688c3f4%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.590f0ed9.bundle.min.js	/Users/Admin/websites/wixtry2/static.parastorage.com/services/wix-thunderbolt/dist/main.590f0ed9.bundle.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:39:50	0/0	UR-MCZ	416	error ('Requested%20Range%20Not%20Satisfiable')	application/javascript	etag:W/%2218eb21e8d1074fd7a594d3748ba0cb33%22	https://static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js	/Users/Admin/websites/wixtry2/static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js	(from https://joshbk1.wixsite.com/joshtutor)
18:39:52	2935/2935	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:39:51%20GMT	https://joshbk1.wixsite.com/	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/index.html	(from https://joshbk1.wixsite.com/joshtutor)
18:40:42	85777/85777	URF---	200	added ('OK%20(cached)')	image/jpeg		https://images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/19562cc5f5874d7693c4fad0af46db12~mv2/v1/fill/w_940,h_529,q_85,usm_0.66_1.00_0.01/file.jpg	/Users/Admin/websites/wixtry2/images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/19562cc5f5874d7693c4fad0af46db12_mv2/v1/fill/w_940,h_529,q_85,usm_0.66_1.00_0.01/file.jpg	(from https://joshbk1.wixsite.com/joshtutor)
18:40:50	0/0	UR-MCZ	416	error ('Requested%20Range%20Not%20Satisfiable')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	/Users/Admin/websites/wixtry2/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:41:33	18783/18783	URF---	200	added ('OK%20(cached)')	image/jpeg		https://images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/c379a7f4f6984160812510e934ae94e5~mv2/v1/fill/w_307,h_173,q_85,usm_0.66_1.00_0.01/file.jpg	/Users/Admin/websites/wixtry2/images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/c379a7f4f6984160812510e934ae94e5_mv2/v1/fill/w_307,h_173,q_85,usm_0.66_1.00_0.01/file.jpg	(from https://joshbk1.wixsite.com/joshtutor)
18:41:38	5656/5656	URF---	200	added ('OK%20(cached)')	image/jpeg		https://images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/3f06dfa2780e4a7c9c482173aa5fc3d2~mv2/v1/fill/w_307,h_173,q_85,usm_0.66_1.00_0.01/file.jpg	/Users/Admin/websites/wixtry2/images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/3f06dfa2780e4a7c9c482173aa5fc3d2_mv2/v1/fill/w_307,h_173,q_85,usm_0.66_1.00_0.01/file.jpg	(from https://joshbk1.wixsite.com/joshtutor)
18:41:45	0/0	UR-M-Z	416	error ('Requested%20range%20not%20satisfiable')	application/javascript	etag:W/%2274b64900831a2e814a8ff0cdedcf80cb%22	https://static.parastorage.com/services/tag-manager-client/1.427.0/siteTags.bundle.min.js	/Users/Admin/websites/wixtry2/static.parastorage.com/services/tag-manager-client/1.427.0/siteTags.bundle.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:41:48	0/0	UR-MCZ	416	error ('Requested%20Range%20Not%20Satisfiable')	application/javascript	etag:W/%22e0bc75cd29020598154edc6c218d43ea%22	https://static.parastorage.com/services/wix-perf-measure/1.756.0/wix-perf-measure.bundle.min.js	/Users/Admin/websites/wixtry2/static.parastorage.com/services/wix-perf-measure/1.756.0/wix-perf-measure.bundle.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:42:20	16553/16553	URF---	200	added ('OK%20(cached)')	image/jpeg		https://images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/29ef74e2f66a484d98e30a79bd0edf8e~mv2/v1/fill/w_307,h_173,q_85,usm_0.66_1.00_0.01/file.jpg	/Users/Admin/websites/wixtry2/images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/29ef74e2f66a484d98e30a79bd0edf8e_mv2/v1/fill/w_307,h_173,q_85,usm_0.66_1.00_0.01/file.jpg	(from https://joshbk1.wixsite.com/joshtutor)
18:42:28	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2024%20May%202022%2010:41:45%20GMT	https://static.wixstatic.com/media/c0e975f8d3364f269ae90daca1da6864.jpg/v1/fill/w_4,h_4,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/c0e975f8d3364f269ae90daca1da6864.jpg	/Users/Admin/websites/wixtry2/static.wixstatic.com/media/c0e975f8d3364f269ae90daca1da6864.jpg/v1/fill/w_4,h_4,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/c0e975f8d3364f269ae90daca1da6864.jpg	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:42:34	444/444	URF---	200	added ('OK%20(cached)')	application/xml		https://joshbk1.wixsite.com/joshtutor/sitemap.xml	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/sitemap.xml	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:42:36	12463/12463	---M-Z	200	added ('OK')	application/javascript	etag:W/%22edf56a42bca6b565bf7dfcbd8ffc221a%22	https://static.parastorage.com/unpkg/react@16.13.1/umd/react.production.min.js	/Users/Admin/websites/wixtry2/static.parastorage.com/unpkg/react@16.13.1/umd/react.production.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:42:41	334811/-1	---M--	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2010:42:37%20GMT	https://joshbk1.wixsite.com/joshtutor?wix-vod-video-id=4f8ed361a9a34b2bbfb142b99063ca99&wix-vod-comp-id=comp-l3j3ffvz	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor8642.html	(from https://joshbk1.wixsite.com/joshtutor)
18:42:43	2936/2936	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:42:42%20GMT	https://joshbk1.wixsite.com/joshtutor/decodeURIComponent(e	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/decodeURIComponent(e.html	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
